Date,ET,EP,BSS,RF,WD,WD1,WS,DT1,WT1,DT2,WT2,MAXT,MINT,RH11,RH22,VP11,VP22,CLOUDM,CLOUDE,SOIL1,SOIL2,SOIL3,SOIL4,SOIL5,SOIL6,MinTtest,MaxTtest1,MaxTtest2
1/1/1989,0.3,2,10.1,0,CA,WS,2.6,10.2,9.4,29.8,18,31.3,9.8,90,26,8.4,8.3,0,0,15.3,19.2,22,35,27.6,24.2,0.4,0,1.5
1/2/1989,0.3,2.6,10,0,CA,NW,1.4,10.2,9.5,28,16.7,30.3,9.7,91,26,8.5,7.4,0,0,15.3,19.1,22,34.5,27.4,24,0.5,0.5,2.3
1/3/1989,0.3,3.6,9.5,0,CA,EN,3.5,11.2,10,24.8,15,28.2,10.8,85,29,8.5,6.9,0,0,16,19.6,22.5,33.4,26.9,24,0.4,0.2,3.4
1/4/1989,0.2,4.2,9.4,0,CA,E,3.1,10,7.6,26.4,16,25.4,8.6,69,28,6.4,7.3,0,0,13.6,17.9,21.3,34.5,27.1,23.5,1.4,0.6,-1
1/5/1989,-1,3.6,9.7,0,CA,SE,1.9,9.5,8.5,28.5,18.6,27.8,9.1,87,34,7.7,10,0,0,14,17.9,21,35,27.1,24.5,0.4,1.4,-0.7
1/6/1989,2.2,3.8,9.7,0,CA,SW,1.3,11,10.8,26.5,17.6,29.3,10.5,97,37,9.6,9.7,0,0,15.4,18.9,21.5,34,27,23.8,0.5,0.8,2.8
1/7/1989,2.1,3.2,9.2,0,CA,N,1.8,14,13.5,19.4,17.3,27.7,12.8,94,80,11,14,0,0,17.7,20.1,22.4,26.7,25.4,24,1.2,1.2,8.3
1/8/1989,2.9,2.6,3.2,4,CA,NE,5,11.2,11,20.8,13,24.2,10.8,98,35,9.7,6.5,0,0,13,17.6,20.7,30,25.3,27.8,0.4,4.8,3.4
1/9/1989,1.2,4.4,10,0,CA,EN,4.6,10,8,22,12.8,21.2,8.3,74,28,6.9,5.5,0,0,10.4,15,18.7,29.8,24.5,21.5,1.7,0.4,-0.8
1/10/1989,2.2,3.4,10.3,0,NE,NE,6.1,9.6,7.6,23.7,13.6,22.2,9,74,25,6.6,5.6,0,0,11.2,15.2,18.5,31.6,25.2,21.4,0.6,0.2,-1.5
1/11/1989,2.1,4.5,10.4,0,EN,NN,4.2,9,6.7,23.7,13.4,23.8,8.3,70,24,6,5.3,0,0,10.7,14.7,18.4,31.2,24.9,21.2,0.7,0.1,0.1
1/12/1989,2,3.7,10.3,0,EN,NE,4.2,9.5,6.3,25.3,14.3,23.7,7.5,59,23,5.3,5.6,0,0,10.7,14.7,18.4,31.4,25.2,21.3,2,0,-1.6
1/13/1989,1.9,4.1,10.4,0,CA,NE,3.7,9.7,7.3,26.4,16.4,25.8,9,69,31,6.2,7.9,0,0,12.5,16.1,18.8,32,25.6,22,0.7,0.5,-0.6
1/14/1989,1.9,3.8,10.2,0,CA,NE,2.8,8.3,7.2,27,15.5,27,7.4,85,23,7,6.2,0,0,12.2,16.2,19.4,32.5,26.1,22.5,0.9,0.6,0
1/15/1989,2.1,3.5,10.2,0,CA,N,2.8,8.7,7.5,25.4,15,27.2,8,84,27,7.1,6.5,0,0,12.7,16.6,19.7,32.4,26.1,22.5,0.7,0.2,1.8
1/16/1989,1.9,3.7,10.2,0,NE,NN,2.6,8,7.6,26.4,16,25.5,7.8,94,28,7.6,7.3,0,0,13.2,16.9,19.7,32.5,25.9,22.6,0.2,0.1,-0.9
1/17/1989,1.9,3.7,10.2,0,EN,NW,3.2,10,8.4,26.5,16.4,26.6,9.3,79,30,7.3,7.9,0,0,13.8,17.5,20.4,34,26.5,23,0.7,0.2,0.1
1/18/1989,1.5,3.5,10.2,0,CA,W,2.5,9,8.2,25.4,14.6,26.8,8.7,89,24,7.7,5.9,0,0,13.8,17.5,20.6,32,25.6,22.8,0.3,0.3,1.4
1/19/1989,3.5,3.5,9.5,0,CA,N,2.5,7,6.4,25.4,14.3,25.4,6.7,91,23,6.9,5.5,0,0,12.5,16.6,19.6,32.4,25.5,22.4,0.3,0,0
1/20/1989,3.5,3.2,9.1,0,CA,EN,2.2,10.5,10,26.5,15.4,25.8,10.2,94,25,8.9,6.4,0,0,15,18.2,20.6,34,26.7,23.3,0.3,0.4,-0.7
1/21/1989,3.2,4.4,9.7,0,EN,EN,4.6,14.4,10.2,26.8,16.3,26.7,12.4,55,28,6.8,7.5,0,0,15.3,18.3,21,33.4,26.5,23.2,2,0.2,-0.1
1/22/1989,3.1,5,10.1,0,EN,NE,5.5,12.4,9.5,27,16.2,27.8,12,66,27,7.2,7.3,0,0,15.2,18.4,21.2,33.8,26.4,23.3,0.4,1,0.8
1/23/1989,3.1,4.6,10.1,0,NE,NN,4.6,10.6,8,26.7,15.2,27,9.8,68,23,6.5,6,0,0,13.5,17.5,20.5,34.5,26.4,23,0.8,0,0.3
1/24/1989,2.1,3.9,10.4,0,CA,ES,3,7,5.6,28.8,16,26,6.3,80,20,6,5.9,0,0,11.7,16.4,19.7,36,27.1,23,0.7,-0.7,-2.8
1/25/1989,2.9,3,10.6,0,CA,N,1.9,6.4,5.3,28.9,15.4,29,5.6,84,17,6,4.9,0,0,11.8,16.6,20.2,36,26.9,22.8,0.8,0.2,0.1
1/26/1989,2.5,4.2,10.7,0,CA,N,2.2,8,7,27.8,15.4,30,7.4,86,20,6.9,5.6,0,0,13,17.3,20.5,35,27.1,22.3,0.6,1.1,2.2
1/27/1989,2.4,4.5,10.7,0,CA,EN,3.3,11.2,9.5,28.8,16.7,28.3,10.7,79,23,7.9,6.9,0,0,14.5,18.5,21.4,36.5,27.7,23.7,0.5,0.5,-0.5
1/28/1989,2.3,4.4,10.6,0,EN,NN,3.3,12.5,8.7,29.3,17.3,29,11.4,57,25,6.2,7.5,0,0,14.5,18.4,21.2,35.7,27.4,23.7,1.1,0.2,-0.3
1/29/1989,2.2,4.1,10.6,0,CA,N,3.9,11.5,9,30.4,18.6,29.5,11,70,27,7.1,8.9,0,0,14.4,18.4,21.4,37.7,28.4,24,0.5,0.2,-0.9
1/30/1989,2.5,3.4,10.6,0,CA,N,1.7,9,8,31.2,18.8,30.4,8.6,87,26,7.5,8.7,0,0,14,18.4,21.7,38,28.7,24.3,0.4,0,-0.8
1/31/1989,1.9,3.9,10.6,0,CA,WN,1.9,11.5,10.6,29.8,18.5,31.6,11.6,89,29,9,9.1,0,0,15.7,19.4,22.4,36.7,28.6,24.7,-0.1,0.4,1.8
2/1/1989,2.3,3.3,10.4,0,CA,NE,2.4,11.8,11.2,29.4,17.8,30.4,11.5,92,27,9.6,8.2,0,0,16.4,19.9,22.8,38.6,29.4,25.3,0.3,0.6,1
2/2/1989,2.3,4.2,10.3,0,EN,EN,2,13,11.3,31.5,19,30.6,10.5,80,26,9,8.9,0,0,15.4,19.5,22.7,39.3,29.5,25.3,2.5,1.2,-0.9
2/3/1989,2.2,3.5,10.7,0,CA,NW,2.1,11.8,10.4,32.2,18.5,31.8,11.4,83,21,8.6,7.6,0,0,16.2,19.9,23,39.5,29.9,25.6,0.4,0.3,-0.4
2/4/1989,1.9,3.4,10.6,0,CA,W,1.8,8.5,8.2,30.6,18.7,32.4,8.4,96,27,8,8.9,0,0,14.6,19.2,23,37.8,29.3,25.3,0.1,0.2,1.8
2/5/1989,-1,3,10.4,0,CA,NW,2,13.5,13,29.4,20.8,31,11.5,94,43,11,13,0,0,17.4,20.1,23,38.7,30.2,26,2,0.4,1.6
2/6/1989,3.9,4.7,10.5,0,CA,NN,2.7,12.8,12.2,27,17.7,29.4,12.3,93,36,10,9.5,0,0,17.2,20.9,23.8,37,29.5,26,0.5,0,2.4
2/7/1989,3.6,3.2,10.2,0,CA,NW,3.2,10.7,9.8,27.5,16.7,27.2,10.4,89,28,8.6,7.7,0,0,15.8,19.9,23.4,37.3,29.3,25.6,0.3,0.2,-0.3
2/8/1989,3.7,4.1,10.4,0,CA,WN,2.3,9.8,8,26.3,16.4,27.8,9.4,77,31,7,8,0,0,15.6,19.6,23,36.5,28.7,25,0.4,0.3,1.5
2/9/1989,3.9,4.9,10.5,0,CA,W,2.9,8.7,8,26.5,16.5,26.8,8.4,90,31,7.6,8,0,0,14.6,19.1,22.5,37.3,28.7,24,0.3,0.5,0.3
2/10/1989,3.4,3.7,10.6,0,NE,N,2.5,11.4,9.2,27.5,17.5,26.8,8,73,32,7.4,8.9,0,0,14,18.6,22.2,37.5,28.4,24.5,3.4,0.3,-0.7
2/11/1989,3.5,4.1,10.7,0,EN,N,2.6,12,9.8,27.2,17.4,28.1,10.2,74,33,7.8,9,0,0,15,19.1,22.5,37,28.3,24.5,1.8,0.6,0.9
2/12/1989,2,3.7,10.5,0,EN,N,3.2,13.5,9.8,28.5,17.4,27.8,10.5,59,28,6.9,8.2,0,0,15,19.2,22.4,38.3,29.1,25,3,0.6,-0.7
2/13/1989,2.5,4.3,10.5,0,CA,SW,2.1,11.4,10.6,28.8,19,29,10.8,90,35,9.1,11,0,0,16.1,19.8,23,38,29.4,25.3,0.6,0.5,0.2
2/14/1989,3.1,3.5,10.5,0,CA,NN,2.9,14.8,14,27.7,20.7,29.3,14,91,50,12,14,0,0,17.8,21.1,23.7,37.7,29.9,26.2,0.8,0.5,1.6
2/15/1989,3.3,3.9,10.5,0,CA,N,3.8,13.4,12.8,28.8,20,28.4,12.8,93,41,11,12,0,0,17.6,21.1,24,38.7,30.4,26.4,0.6,0.7,-0.4
2/16/1989,3.3,4.3,10.2,0,CA,W,3.4,17.4,17.2,27.3,19.7,29.8,15.8,98,46,15,13,0,0,19.4,22.4,25,37.7,30.4,26.8,1.6,1,2.5
2/17/1989,4.3,4.1,10.4,0,CA,W,4.4,14.2,13.4,28.3,19.8,28,12.7,91,42,11,12,0,0,17.5,21.3,24.4,39.7,31.1,26.8,1.5,0.7,-0.3
2/18/1989,2.1,3.6,10.3,0,W,WN,3.8,14.8,11.4,27,14.7,29,14.4,64,19,8.1,5.1,0,0,18.3,22.2,24.8,37.7,30.2,26.6,0.4,0.7,2
2/19/1989,3.3,5.4,10.3,0,CA,EN,5,7.2,4.8,25.7,14.5,27.5,5.7,66,23,5,5.6,0,0,12.7,18.2,22.7,37,28.5,24.8,1.5,0.5,1.8
2/20/1989,3.1,5.7,10.8,0,CA,NW,3.4,9.2,7,29,16.6,26.8,8.3,71,22,6.2,6.6,0,0,14,18.4,22,39,29.4,24.8,0.9,1.1,-2.2
2/21/1989,3.1,4.1,10.2,0,CA,W,2,11,9,29.5,19.2,29.5,9.7,75,34,7.4,10,0,0,15.5,19.6,23,40,30.4,25.7,1.3,0.5,0
2/22/1989,3,3.8,10.5,0,CA,NE,2.3,11.5,11,31,17.5,30,11,94,20,9.5,6.8,0,0,16.5,20.6,23.7,41.4,31.4,26.7,0.5,0.5,-1
2/23/1989,3,4.2,10.2,0,EN,EN,1.5,15,10.5,32.8,17.7,31.5,11.5,53,16,6.8,6,0,0,17,20.9,24,41.8,31.4,26.8,3.5,0.5,-1.3
2/24/1989,-1,5,10.7,0,EN,NN,2.2,13.5,11,34,19,33.3,12,72,18,8.3,7.3,0,0,17,21.3,24.5,43,32.1,27.3,1.5,0.5,-0.7
2/25/1989,4.8,5,10.7,0,CA,NW,1.8,13.4,12,34,19,34.8,12.6,84,18,9.7,7.3,0,0,18,21.9,25,42.7,32.1,27.4,0.8,0.8,0.8
2/26/1989,4.8,4.1,10.7,0,CA,SE,1.8,14.8,13.8,35.4,20.8,35.6,13.5,89,22,11,9.5,0,0,18.7,23.5,25.7,44,33.2,28.2,1.3,1.6,0.2
2/27/1989,4.8,5,10.6,0,NW,WN,2.8,19,15,30.3,19.8,35.8,18,63,34,10,11,0,0,21,23.9,26.3,42.7,33.2,28.5,1,0.4,5.5
2/28/1989,5.9,4.2,10.6,0,CA,W,2.7,13.5,12.4,31,18,31.3,12.2,87,22,10,7.6,0,0,18.3,22.5,25.7,42,32.6,28.2,1.3,1,0.3
3/1/1989,4.8,5.4,10.4,0,CA,NN,2.9,13.5,12.4,31,18,30.8,13,87,22,10,7.6,0,0,17.2,21.9,25.5,41.6,32.3,27.7,0.5,-0.2,-0.2
3/2/1989,5.2,5.6,11,0,CA,NE,3.2,14.2,10.5,30.5,16.4,31.9,7.7,60,17,7.3,5.4,0,0,15,20.2,24.5,42.5,31.9,27.3,6.5,0.9,1.4
3/3/1989,4.7,5.7,10.7,0,CA,NN,2.9,9.5,8.5,31.7,16.5,33,10.1,87,14,7.7,4.9,0,0,15.6,20.6,24.5,42.2,31.7,27,-0.6,2.5,1.3
3/4/1989,5.4,5.9,10.9,0,NE,N,4.2,12.7,8,32.5,16.5,34.7,14.4,48,12,5.2,4.4,0,0,17.5,21.6,25,41.2,31.4,27,-1.7,3,2.2
3/5/1989,6.6,5.9,10.3,0,NE,EN,4.3,15.7,10.4,34,18.2,35.7,14.4,47,15,6.3,6.1,0,0,18.7,22.3,25.5,42.5,32.5,27.7,1.3,3.2,1.7
3/6/1989,6.8,5.4,10.3,0,EN,NE,4.1,17.4,11.2,34.5,18.4,36.4,17.8,42,15,6.2,6.1,0,0,19.9,22.9,25.9,42.5,32.1,28.1,-0.4,2.4,1.9
3/7/1989,6.4,6.1,9.9,0,CA,SS,2.6,18.8,12.5,35.4,18.9,35.6,15,43,15,7.1,6.3,0,0,19.8,23.4,26.4,43,33,28.5,3.8,1.1,0.2
3/8/1989,6.4,4.2,9.7,0,CA,SW,2.3,16.6,13.6,35,23.5,34.8,15.5,70,35,9.9,15,0,0,20.6,23.9,26.8,43.1,33.4,29,1.1,-0.6,-0.2
3/9/1989,6.4,4.4,9.7,0,WN,SW,2.5,17.6,15,33.5,19.8,35.7,14,74,23,11,9,0,0,19.6,23.7,27,44.8,34.4,29.3,3.6,0.7,2.2
3/10/1989,6.1,4.7,9.8,0,SW,WN,1.7,15.4,13,35,20,36.4,16.6,75,20,9.8,8.4,0,0,21.7,24.7,27.7,44.6,34.4,29.7,-1.2,2.9,1.4
3/11/1989,6.1,5.1,10,0,CA,NW,2.3,19.3,15.7,34.7,18.8,35.7,15.6,67,16,11,6.6,0,0,20.6,24.4,27.4,45.7,34.9,30,3.7,0.7,1
3/12/1989,6.3,4.6,10.2,0,ES,NE,2.6,18.8,16,35,20.5,36.6,14.6,73,22,12,9.2,0,0,20.6,24.7,27.5,45.7,35.1,30,4.2,1.9,1.6
3/13/1989,5.9,5.8,10.2,0,CA,W,2,17.4,15,34.8,18.5,33.8,14.6,76,14,11,6,0,0,20.5,24.4,27.7,44.1,34.4,29.8,2.8,-1.2,-1
3/14/1989,4.3,5.6,10.3,0,SW,NE,2.8,15.4,14.4,33.4,21.6,34.5,16.4,89,31,12,12,0,0,21.1,25.1,28,46.4,36.3,30.4,-1,-0.3,1.1
3/15/1989,4.7,5.5,10.4,0,EN,NE,2.8,17.8,16.5,33.4,22.8,35.4,16,87,37,13,14,0,0,21.6,25.3,28.7,46.5,35.7,30.6,1.8,2,2
3/16/1989,-1,6,10.2,0,EN,SE,2.6,17.7,16.4,35,25.5,36,14.4,87,44,13,19,0,0,21.4,24.7,28.5,45.7,35.5,30.5,3.3,2.6,1
3/17/1989,2,6.4,10,0,EN,SE,2.9,16.7,14.4,35.7,26.2,37,16.5,77,45,11,20,0,0,22,25.5,28.7,45.5,35.7,30.7,0.2,2,1.3
3/18/1989,1.5,6.4,10.2,0,CA,NE,3.1,18.5,15.7,36.4,27.4,37.2,17.2,73,48,12,22,0,0,23.3,26.2,29.2,47.7,37.1,31.6,1.3,1.5,0.8
3/19/1989,1.5,6.1,9.9,0,ES,WS,3.1,20,17.2,36.8,27.5,37.5,17.6,74,47,13,22,0,0,23.5,26.7,25.7,47.7,36.7,32,2.4,1.1,0.7
3/20/1989,1.7,7.1,10.2,0,NW,WN,4,20,17,37.1,25.2,36.6,22.9,72,35,13,17,0,0,25.3,27.9,30.4,46,37.1,32.4,-2.9,-0.2,-0.5
3/21/1989,1.5,7,10,0,W,WN,6.2,24,18,36.2,27.4,35.8,21.8,53,49,12,22,0,0,25.4,27.9,30.4,47,37.5,32.5,2.2,-1.3,-0.4
3/22/1989,1.9,7.4,9.7,0,NW,NN,6.2,23.2,20.8,34.8,28.4,33,22.1,79,60,17,25,0,0,25.7,28.4,31,45.5,37.1,32.5,1.1,-3.2,-1.8
3/23/1989,1.8,6.9,9.5,0,NW,NW,6.1,23.4,19.4,32.6,23,31.6,20,67,41,14,15,0,0,24,27.1,30,46.2,36.9,32,3.4,-3.2,-1
3/24/1989,1.7,6.3,10.8,0,WN,NW,4.7,20.6,16,30.8,20.6,32.5,17.6,60,36,11,12,0,0,23.5,26.5,29.5,44.7,36.9,32.5,3,-0.1,1.7
3/25/1989,1.4,5.5,8.8,0,WN,WN,4.6,21,17.4,32,22.6,26.7,20.2,68,42,13,15,0,0,25,27.4,30.2,34.4,30.7,30.2,0.8,-4.1,-5.3
3/26/1989,1.3,3.1,-1,0,WN,ES,3.8,22,17.6,25.6,19.6,27,18.6,63,55,12,13,0,0,23.5,25.5,28.5,30,28.6,28.5,3.4,-5,1.4
3/27/1989,1.5,2,0.4,0,ES,W,3.3,21.6,18,26,20.2,29.3,15.8,69,56,13,14,0,0,20,23.6,27,43,34.5,19.7,5.8,3.7,3.3
3/28/1989,2.5,4,10.7,0,CA,WN,3,17.5,16.7,28,20,32.4,15.5,92,45,14,13,0,0,21,24.3,27.8,46.7,36.2,30.7,2,6.4,4.4
3/29/1989,3,5.8,10.9,0,SS,WN,3,18.6,16.2,32,18.5,34.6,14,77,22,12,7.8,0,0,20.7,24.5,28.4,47.6,36.6,31.2,4.6,6.6,2.6
3/30/1989,3,7,11,0,EN,SE,3.2,17.2,14.2,33.4,18,37.7,17,70,16,10,6.1,0,0,22.3,25.6,29.2,49,37.7,31.7,0.2,5.7,4.3
3/31/1989,3.3,7.5,11,0,NE,W,3.4,21,14.5,36.7,19.2,37.2,17.2,45,13,8.4,6,0,0,23.7,26.7,29.8,48.5,37.9,32.2,3.8,3.8,0.5
4/1/1989,3.5,6.6,10.8,0,WN,NW,4.2,22.3,16.7,36.5,20.6,34,21.5,54,19,11,8.5,0,0,25.2,27.6,30.7,47.4,37.9,32.7,0.8,-2.7,-2.5
4/2/1989,3.6,8,11.1,0,CA,NN,4.6,22.7,17.5,33.2,19,34.8,16.2,57,21,12,7.8,0,0,22.7,26.6,30.3,48.4,38.3,31.5,6.5,-1.7,1.6
4/3/1989,3.4,8.4,10.8,0,NW,NW,4,19.2,16.3,34.4,18,34.2,15.3,73,13,12,5.5,0,0,22,25.7,29.5,48,37.6,32,3.9,1,-0.2
4/4/1989,2.6,6,10.5,0,EN,EN,4.6,20.4,15,33,18.1,35,14.4,53,17,9.5,6.5,0,0,21.7,25.7,28.3,48.5,38.1,32.3,6,0.6,2
4/5/1989,1.3,8.4,10.9,0,NE,EN,2.9,19.8,14.4,34.3,17.4,35.7,14.4,52,11,9,4.6,0,0,21.2,25.2,29.4,48.4,37.6,31.3,5.4,2.7,1.4
4/6/1989,1.3,8.7,11,0,CA,EN,4,19.8,11.5,34.8,16.7,38.8,15.5,30,7.9,5.2,3.3,0,0,21.4,25.5,29.4,50,38.5,32.4,4.3,4.5,4
4/7/1989,-1,9.4,11.4,0,CA,EN,3.6,22,12.8,38,19.7,40.6,18,28,12,5.5,6.1,0,0,22.4,26.6,30.2,51.5,39.5,32.7,4,5.8,2.6
4/8/1989,6.1,8.8,11.4,0,CA,WN,2.8,22.8,15,40,23,40.8,15.7,39,19,8.1,11,0,0,22.8,26.9,30.5,51.8,40.1,33.2,7.1,2.8,0.8
4/9/1989,6,8.4,11,0,CA,WN,3.5,20.8,15.3,39.5,25.8,38,21.2,53,31,9.7,16,0,0,25.6,28.6,31.7,49.7,39.9,33.7,-0.4,-2,-1.5
4/10/1989,6.9,9.2,11.2,0,WN,NN,5.2,24.7,17,36.4,23,36,22,42,28,9.9,13,0,0,26.8,29.3,32,49.8,40.1,34,2.7,-3.5,-0.4
4/11/1989,6.8,7.8,11.2,0,ES,W,4.3,24.2,19.4,34.9,20.8,37.2,15.3,62,23,14,9.8,0,0,23.5,26.9,31.7,50.7,40.4,33.8,8.9,0.8,2.3
4/12/1989,5.9,8,10.8,0,SW,NW,2.3,20.7,18.2,36.4,20.2,37.8,17,77,17,14,7.9,0,0,24.5,27.9,31.5,50.5,40,33,3.7,2.9,1.4
4/13/1989,5.6,6.6,11,0,SW,W,3.3,21.4,17.2,36.6,19.8,37.7,18.5,64,15,12,7.1,0,0,25.5,28.6,31.8,50.5,40.9,34.3,2.9,1.3,1.1
4/14/1989,5.6,7.2,11.2,0,SE,W,2.7,22,20.5,36.4,21.6,40,17.8,87,23,17,10,0,0,25,28.3,31.8,52.2,41.4,34.7,4.2,3.4,3.6
4/15/1989,5.9,7.2,11.6,0,NN,WN,3.2,23.1,18.5,38.6,22,38.4,23,62,19,13,9.7,0,0,27,29.6,32.7,51,41.3,35,0.1,2,-0.2
4/16/1989,5.7,7.8,11.8,0,ES,WN,4.5,25.4,17.6,37,21.3,38.1,18.4,43,20,10,9.4,0,0,25.2,28.9,32.5,50.6,41.6,35,7,-0.5,1.1
4/17/1989,5.5,8.5,11.6,0,SS,WS,4.5,22.4,17.8,37.3,22.3,38.8,19.4,61,23,12,11,0,0,27,29.6,32.5,51.5,41.9,35,3,1.8,1.5
4/18/1989,-1,7.9,11.8,0,CA,NE,3.1,24.2,20.8,37.5,22.2,41,19.4,72,22,16,11,0,0,26.8,29.7,33,53,42.9,35.5,4.8,3.7,3.5
4/19/1989,-1,7.2,11.5,0,NW,SW,2.8,25.2,21.2,40,25.4,39.8,21.6,68,28,16,15,0,0,27.6,30.3,33.4,51,41.4,35.6,3.6,2.3,-0.2
4/20/1989,-1,7.6,11.2,0,CA,W,3.6,25.6,20,38.8,22.9,41.6,23,57,22,14,11,0,0,27.6,30.4,33.7,53.7,43.1,36.2,2.6,1.6,2.8
4/21/1989,-1,8,11.5,0,SW,WS,3.5,26.5,19.2,41,23.4,41.5,22.5,47,18,12,11,0,0,27.8,30.9,33.8,52.8,42.6,36.4,4,2.7,0.5
4/22/1989,-1,8.3,11.6,0,N,WS,4.2,25.2,19,39.2,24,38.8,18.8,53,25,13,13,0,0,26.7,30.3,34,52,42.7,36.5,6.4,-2.2,-0.4
4/23/1989,-1,6.2,11.6,0,SE,SS,4,25,20,37.5,22.8,37.2,18.7,61,24,14,12,0,0,26,30.2,34,50.5,41.4,36,6.3,-2,-0.3
4/24/1989,-1,8.8,11.6,0,SE,SW,4.8,23,16.8,36.8,21.2,37.8,18.6,50,20,11,9.3,0,0,26.7,29.9,33.5,52,42.4,36,4.4,0.3,1
4/25/1989,-1,6.5,11.8,0,SS,WN,3.5,22.6,20.8,37.3,22.5,38.8,22.5,84,24,17,11,0,0,28.3,31.1,34,52,42.6,36.6,0.1,2,1.5
4/26/1989,-1,7.7,11.4,0,NW,W,4.3,26,20,38,22,38.2,21.2,55,20,14,10,0,0,28.7,31.3,34,52.5,42.7,36.7,4.8,0.9,0.2
4/27/1989,-1,7.3,11.5,0,SW,WN,3.7,24.8,19.5,37.2,24.5,39.6,23,59,32,14,15,0,0,29.8,32.2,34.8,51,42.4,36.8,1.8,1.6,2.4
4/28/1989,-1,8.9,11.6,0,SW,W,6.6,26.4,21.8,39,23,38.4,23.5,65,21,17,11,0,0,29.5,31.7,34.4,52.4,42.7,37.7,2.9,1.2,-0.6
4/29/1989,-1,9,11.6,0,SW,WS,5,25.7,22.7,37.8,24,37.8,22.2,76,28,19,14,0,0,29,31.7,34.5,51.8,42.6,36.8,3.5,-1.2,0
4/30/1989,-1,6.9,10.4,0,SE,SW,5.9,25.4,21.2,36,24,38.4,25,67,34,16,15,0,0,30.5,32.4,35,52,43.1,37.7,0.4,0.6,2.4
5/1/1989,-1,8.8,11.3,0,W,NW,6,26.8,25.2,36.5,25.4,37.5,24.5,87,38,23,17,0,0,30.6,32.6,35.6,50,42.7,37.7,2.3,1.5,1
5/2/1989,-1,7.7,8.7,0,NW,W,5.8,26,23.4,36.4,23.8,37.3,23.7,79,32,20,14,0,0,31.2,32.6,35.6,52,43.3,37.7,2.3,0.8,0.9
5/3/1989,-1,7.4,11.1,0,WN,NW,4.8,27.5,23.6,35.7,25.4,37.3,23.6,71,41,19,18,0,0,31,32.6,35.4,51.8,43.4,37.8,3.9,0.9,1.6
5/4/1989,-1,8.7,10.8,0,W,NN,4.2,27.4,21,35.8,22.7,37.4,24.4,54,29,15,13,0,0,29.5,32.1,35.3,50.6,42.2,37.2,3,1.7,1.6
5/5/1989,-1,8,9.1,0,NW,SW,4.1,25.8,18.4,35.9,20.8,38.3,23.5,46,21,11,9.2,0,0,29,31.7,34.8,52.7,43.2,37.4,2.3,2.5,2.4
5/6/1989,-1,8.4,11.4,0,WN,NW,3.5,25.3,18.6,37.4,21.8,40,22.2,50,21,12,10,0,0,28.4,31.3,34.6,53.3,43.1,37.2,3.1,4.1,2.6
5/7/1989,-1,8.2,11.4,0,CA,NE,2.8,24.5,18.7,39.4,20.8,41.4,17,55,13,13,7.1,0,0,26.7,30.1,35.2,53.3,43.1,37,7.5,4,2
5/8/1989,-1,10.2,11.9,0,CA,N,3.8,21.8,18,41,19.8,40.4,16.5,67,7.5,13,4.4,0,0,26,29.5,34,53,43.4,37,5.3,1,-0.6
5/9/1989,-1,8.3,11.8,0,N,WN,3.2,25,18.6,40.1,20,41.5,18.4,51,9.5,12,5.3,0,0,28.5,30.4,35.5,53.2,43.4,37,6.6,0.5,1.4
5/10/1989,-1,9.8,11.7,0,NW,W,4.3,27.4,18.5,40.8,21.7,41.7,22.6,39,13,11,7.8,0,0,29.2,31.6,35.2,54,43.9,37.7,4.8,1.6,0.9
5/11/1989,-1,9,11.8,0,SE,N,5,28,18,40.8,23.8,41.7,23.5,33,20,9.4,12,0,0,29.7,32.3,35.4,54.5,44.5,38.2,4.5,0.9,0.9
5/12/1989,-1,8.2,11.8,0,SW,WN,2.5,27.4,20.3,40,24,40,25,49,23,14,13,0,0,31.5,33.1,36.2,53.4,44.4,38.3,2.4,-0.8,0
5/13/1989,-1,8.2,11.4,0,SS,W,5.1,27.5,24.4,39.2,25,41.1,25.3,76,28,21,15,0,0,31.5,33.4,36.2,51.5,43.4,38,2.2,1.1,1.9
5/14/1989,-1,9.8,11.2,0,SS,WS,5.8,27,25.2,40.6,26,39.8,24,86,28,23,16,0,0,30.7,33.1,36.4,53.2,44.3,38.5,3,0.6,-0.8
5/15/1989,-1,7.7,11.1,0,SW,SW,5.6,26.6,25.6,37.8,25.8,39.8,25.4,92,36,24,18,0,0,31.5,33.6,36.4,53.4,44.4,38.6,1.2,-0.8,2
5/16/1989,-1,8.4,11.2,0,SW,WN,6.4,27,24,38.2,26.4,41.5,26.5,77,37,21,19,0,0,32.7,34.3,36.7,53.6,44.9,38.8,0.5,3.7,3.3
5/17/1989,-1,7,11.1,0,SE,NW,5.8,28,25.2,39.6,25.6,39.3,26.6,79,30,22,16,0,0,33,34.5,37.2,53.7,44.9,39.2,1.4,1.1,-0.3
5/18/1989,-1,8,10.8,0,SW,NW,4.5,28,25.6,38.6,26.8,41.5,23.8,82,37,23,19,0,0,32.5,33.9,36.5,53.8,44.9,39.2,4.2,1.9,2.9
5/19/1989,-1,7.4,11,0,SS,W,5.1,27.6,26.4,40,27.8,41.8,24.3,91,37,25,20,0,0,31.5,33.4,36.5,53,44.5,39,3.3,3.2,1.8
5/20/1989,-1,8.7,11.2,0,SW,WN,6.1,26.6,25.6,40,28,41.7,23.9,92,38,24,21,0,0,31,33.3,36.5,52.8,44.4,39,2.7,1.7,1.7
